timestamp,cat_x,cat_y,cat_z,laser_x,laser_y,laser_z,engagement_indicator,time_since_engagement,distance_to_boundary_x,distance_to_boundary_z
6.7,0.05,0.0,-0.15,1.08,0.0,0.82,1,0,0.92,1.18
6.8,0.08,0.0,-0.12,1.05,0.0,0.78,1,0,0.95,1.22
6.9,0.1,0.0,-0.1,1.02,0.0,0.75,1,0,0.98,1.25
7.0,0.12,0.0,-0.08,0.98,0.0,0.72,1,0,1.02,1.28
7.1,0.15,0.0,-0.05,0.95,0.0,0.68,1,0,1.05,1.32
7.2,0.18,0.0,-0.02,0.92,0.0,0.65,1,0,1.08,1.35
7.3,0.2,0.0,0.0,0.88,0.0,0.62,1,0,1.12,1.38
7.4,0.22,0.0,0.02,0.85,0.0,0.58,1,0,1.15,1.42
7.5,0.25,0.0,0.05,0.82,0.0,0.55,1,0,1.18,1.45
7.6,0.28,0.0,0.08,0.78,0.0,0.52,1,0,1.22,1.48
7.7,0.3,0.0,0.1,0.75,0.0,0.48,1,0,1.25,1.52
7.8,0.32,0.0,0.12,0.72,0.0,0.45,1,0,1.28,1.55
7.9,0.35,0.0,0.15,0.68,0.0,0.42,1,0,1.32,1.58
8.0,0.38,0.0,0.18,0.65,0.0,0.38,1,0,1.35,1.62
8.1,0.4,0.0,0.2,0.62,0.0,0.35,1,0,1.38,1.65
8.2,0.42,0.0,0.22,0.58,0.0,0.32,1,0,1.42,1.68
8.3,0.45,0.0,0.25,0.55,0.0,0.28,1,0,1.45,1.72
8.4,0.48,0.0,0.28,0.52,0.0,0.25,1,0,1.48,1.75
8.5,0.5,0.0,0.3,0.48,0.0,0.22,1,0,1.52,1.78
8.6,0.52,0.0,0.32,0.45,0.0,0.18,1,0,1.55,1.82
8.7,0.55,0.0,0.35,0.42,0.0,0.15,1,0,1.58,1.85
8.8,0.58,0.0,0.38,0.38,0.0,0.12,1,0,1.62,1.88
8.9,0.6,0.0,0.4,0.35,0.0,0.08,1,0,1.65,1.92
9.0,0.62,0.0,0.42,0.32,0.0,0.05,1,0,1.68,1.95
9.1,0.65,0.0,0.45,0.28,0.0,0.02,1,0,1.72,1.98
9.2,0.68,0.0,0.48,0.25,0.0,0.0,1,0,1.75,2.0
9.3,0.7,0.0,0.5,0.22,0.0,-0.02,1,0,1.78,1.98
9.4,0.72,0.0,0.52,0.18,0.0,-0.05,1,0,1.82,1.95
9.5,0.75,0.0,0.55,0.15,0.0,-0.08,1,0,1.85,1.92
9.6,0.78,0.0,0.58,0.12,0.0,-0.1,1,0,1.88,1.9
9.7,0.8,0.0,0.6,0.08,0.0,-0.12,1,0,1.92,1.88
9.8,0.82,0.0,0.62,0.05,0.0,-0.15,1,0,1.95,1.85
9.9,0.85,0.0,0.65,0.02,0.0,-0.18,1,0,1.98,1.82
