timestamp,cat_x,cat_y,cat_z,laser_x,laser_y,laser_z,engagement_indicator,time_since_engagement,distance_to_boundary_x,distance_to_boundary_z
24.42365,0.2718053,-0.7780818,1.222347,-0.175,-0.821,1.682,0,501.1214,0.625,0.6779999
24.5379,0.2625349,-0.777248,1.226782,-0.191,-0.821,1.656,0,501.2214,0.641,0.7039999
24.7627,0.2558521,-0.7762253,1.231941,-0.217,-0.821,1.533,0,501.3214,0.667,0.8269999
24.86652,0.255324,-0.776138,1.232391,-0.226,-0.821,1.492,0,501.4214,0.676,0.8679999
24.97583,0.2546225,-0.7761161,1.232697,-0.235,-0.821,1.459,0,501.5214,0.685,0.9009999
25.07898,0.2543155,-0.7762785,1.232619,-0.235,-0.821,1.459,0,501.6214,0.685,0.9009999
25.19794,0.2539574,-0.7766204,1.233154,-0.235,-0.821,1.459,0,501.7214,0.685,0.9009999
25.30475,0.2532451,-0.7764213,1.233794,-0.235,-0.821,1.459,0,501.8214,0.685,0.9009999
25.43463,0.2535437,-0.7767113,1.233412,-0.212,-0.821,1.413,0,501.9214,0.662,0.9469999
25.60876,0.2536243,-0.7768165,1.232501,-0.205,-0.821,1.287,0,502.0214,0.655,0.9569999
25.71112,0.2535547,-0.7770473,1.232411,-0.205,-0.821,1.284,0,502.1214,0.655,0.954
25.82196,0.2534235,-0.7768297,1.23074,-0.205,-0.821,1.284,0,502.2214,0.655,0.954
25.93152,0.2657247,-0.7818645,1.221694,-0.205,-0.821,1.284,0,502.3214,0.655,0.954
26.24152,0.2826821,-0.7836885,1.219307,-0.233,-0.821,1.653,0,502.4214,0.683,0.7069999
26.35681,0.2827262,-0.7829477,1.218607,-0.233,-0.821,1.665,0,502.5215,0.683,0.6949999
26.45837,0.2831149,-0.7823448,1.21845,-0.233,-0.821,1.667,0,502.6215,0.683,0.6929998
26.56342,0.2841602,-0.7811899,1.218047,-0.233,-0.821,1.667,0,502.7215,0.683,0.6929998
26.67523,0.275063,-0.7638258,1.229482,-0.233,-0.821,1.667,0,502.8215,0.683,0.6929998
26.89288,0.2710304,-0.7636508,1.231618,-0.109,-0.821,1.666,0,502.9215,0.559,0.6939999
26.99774,0.2718811,-0.7635915,1.231034,-0.104,-0.821,1.666,0,503.0215,0.554,0.6939999
27.10095,0.2718633,-0.763505,1.230642,-0.104,-0.821,1.666,0,503.1215,0.554,0.6939999
27.21014,0.2685247,-0.7602889,1.232905,-0.104,-0.821,1.666,0,503.2215,0.554,0.6939999
27.33661,0.2688864,-0.7614182,1.23171,-0.104,-0.821,1.666,0,503.3215,0.554,0.6939999
27.46313,0.2689302,-0.7610121,1.232266,-0.104,-0.821,1.67,0,503.4215,0.554,0.6899999
27.6051,0.2691684,-0.7614374,1.231668,-0.094,-0.821,1.717,0,503.5215,0.544,0.6429999
27.80341,0.2689113,-0.7623796,1.231574,-0.037,-0.821,1.769,0,503.6215,0.487,0.5909998
27.91492,0.2683848,-0.7635323,1.231361,-0.034,-0.821,1.771,0,503.7215,0.484,0.5889999
28.03619,0.2663599,-0.7645849,1.231107,-0.006,-0.821,1.788,0,503.8215,0.456,0.5719999
28.15814,0.2494172,-0.76072,1.250179,0.015,-0.821,1.8,0,503.9215,0.435,0.5599999
28.29309,0.2487701,-0.7633398,1.248816,0.063,-0.821,1.816,0,504.0215,0.387,0.5439999
28.43451,0.25095,-0.7640558,1.246584,0.082,-0.821,1.821,0,504.1216,0.368,0.5389999
28.55939,0.2683182,-0.7591054,1.257249,0.105,-0.821,1.823,0,504.2216,0.345,0.5369999
28.65948,0.2829804,-0.7596906,1.278185,0.109,-0.821,1.825,0,504.3216,0.341,0.5349998
28.76611,0.2750285,-0.762269,1.274786,0.109,-0.821,1.825,0,504.4216,0.341,0.5349998
28.87268,0.2587542,-0.7548556,1.279521,0.109,-0.821,1.825,0,504.5216,0.341,0.5349998
29.10498,0.2558531,-0.7562023,1.274029,-0.016,-0.821,1.803,0,504.6216,0.466,0.5569999
29.33899,0.2456415,-0.7595644,1.268017,-0.124,-0.821,1.764,0,504.7216,0.574,0.5959998
29.46167,0.2403232,-0.7597498,1.263453,-0.133,-0.821,1.758,0,504.8216,0.583,0.6019999
29.5683,0.2407837,-0.7602218,1.263279,-0.14,-0.821,1.751,0,504.9216,0.59,0.6089998
29.69513,0.2407028,-0.7606124,1.262949,-0.14,-0.821,1.751,0,505.0216,0.59,0.6089998
29.79736,0.2400974,-0.7608882,1.262944,-0.14,-0.821,1.751,0,505.1216,0.59,0.6089998
30.03027,0.2386709,-0.7645282,1.260703,-0.182,-0.821,1.632,0,505.2216,0.632,0.7279999
30.17566,0.2294964,-0.7648597,1.262802,-0.188,-0.821,1.575,0,505.3216,0.638,0.7849998
30.29449,0.2287043,-0.7644864,1.263519,-0.19,-0.821,1.552,0,505.4216,0.64,0.8079998
30.396,0.2274012,-0.7641415,1.264493,-0.191,-0.821,1.534,0,505.5216,0.641,0.8259999
30.50012,0.2273762,-0.7637446,1.264954,-0.193,-0.821,1.51,0,505.6216,0.643,0.8499999
30.60138,0.2270551,-0.7635477,1.265266,-0.195,-0.821,1.483,0,505.7216,0.645,0.8769999
30.73828,0.2271687,-0.7636704,1.265204,-0.199,-0.821,1.455,0,505.8217,0.649,0.9049999
30.90271,0.2271617,-0.7639865,1.26511,-0.204,-0.821,1.402,0,505.9217,0.654,0.9579999
31.02173,0.227251,-0.7641137,1.264984,-0.204,-0.821,1.371,0,506.0217,0.654,0.9889998
31.14661,0.2273305,-0.7655844,1.262687,-0.209,-0.821,1.339,0,506.1217,0.659,1.009
31.26862,0.2280294,-0.7666914,1.260474,-0.209,-0.821,1.339,0,506.2217,0.659,1.009
31.37366,0.2284708,-0.7669325,1.260196,-0.209,-0.821,1.339,0,506.3217,0.659,1.009
31.49274,0.228553,-0.7675645,1.259883,-0.209,-0.821,1.339,0,506.4217,0.659,1.009
31.61542,0.2277821,-0.7681181,1.259892,-0.209,-0.821,1.339,0,506.5217,0.659,1.009
31.72272,0.2282942,-0.7687481,1.259168,-0.209,-0.821,1.339,0,506.6217,0.659,1.009
31.82483,0.2316011,-0.7692022,1.257167,-0.209,-0.821,1.339,0,506.7217,0.659,1.009
31.92822,0.2395808,-0.7704208,1.259361,-0.209,-0.821,1.339,0,506.8217,0.659,1.009
32.03003,0.2426699,-0.7704381,1.261514,-0.209,-0.821,1.339,0,506.9217,0.659,1.009
32.13013,0.2425708,-0.770004,1.261603,-0.209,-0.821,1.339,0,507.0217,0.659,1.009
32.24738,0.2439655,-0.770218,1.261213,-0.209,-0.821,1.339,0,507.1217,0.659,1.009
32.37787,0.2450309,-0.7704729,1.26107,-0.209,-0.821,1.339,0,507.2217,0.659,1.009
32.47913,0.245472,-0.7705374,1.260965,-0.209,-0.821,1.339,0,507.3217,0.659,1.009
32.58923,0.2459573,-0.7707624,1.260615,-0.209,-0.821,1.339,0,507.4218,0.659,1.009
32.7486,0.245866,-0.7707739,1.26061,-0.173,-0.821,1.346,0,507.5218,0.623,1.014
32.9035,0.2457121,-0.770489,1.260593,-0.223,-0.821,1.356,0,507.6218,0.673,1.004
33.05402,0.245403,-0.7707798,1.260562,-0.157,-0.821,1.361,0,507.7218,0.607,0.999
33.17963,0.2468823,-0.770916,1.260569,-0.287,-0.821,1.38,0,507.8218,0.737,0.9799999
33.35181,0.246964,-0.771318,1.26016,-0.124,-0.821,1.364,0,507.9218,0.574,0.9959999
33.49609,0.2465645,-0.7711465,1.26008,-0.176,-0.821,1.354,0,508.0218,0.626,1.006
33.67212,0.251326,-0.7701066,1.260627,-0.122,-0.821,1.353,0,508.1218,0.572,1.007
33.86359,0.2568332,-0.771893,1.26852,-0.205,-0.821,1.362,0,508.2218,0.655,0.9979999
34.05756,0.25747,-0.7725613,1.267842,-0.184,-0.821,1.44,0,508.3218,0.634,0.9199998
34.24127,0.2578248,-0.7729105,1.267715,-0.288,-0.821,1.429,0,508.4218,0.738,0.9309999
34.41302,0.2584073,-0.7727116,1.267906,-0.166,-0.821,1.433,0,508.5218,0.616,0.9269999
34.52264,0.2578889,-0.7728016,1.268659,-0.164,-0.821,1.433,0,508.6218,0.614,0.9269999
34.6886,0.2581093,-0.7731894,1.26845,-0.256,-0.821,1.422,0,508.7218,0.706,0.9379998
34.79553,0.2583928,-0.7733467,1.268509,-0.256,-0.821,1.422,0,508.8218,0.706,0.9379998
34.99176,0.2586449,-0.7735962,1.26824,-0.09,-0.821,1.418,0,508.9218,0.54,0.9419999
35.10004,0.258734,-0.7736277,1.268128,-0.071,-0.821,1.411,0,509.0219,0.521,0.9489999
35.20081,0.2585185,-0.7735938,1.268052,-0.068,-0.821,1.408,0,509.1219,0.518,0.9519999
35.32733,0.2583826,-0.7737896,1.267946,-0.119,-0.821,1.387,0,509.2219,0.569,0.9729999
35.4295,0.2571763,-0.7743797,1.267684,-0.138,-0.821,1.384,0,509.3219,0.588,0.976
35.70032,0.2511523,-0.7739765,1.267851,-0.311,-0.821,1.402,0,509.4219,0.761,0.9579999
