timestamp,cat_x,cat_y,cat_z,laser_x,laser_y,laser_z,engagement_indicator,time_since_engagement,distance_to_boundary_x,distance_to_boundary_z
6.947205,1.054538,-0.7809618,1.16739,0.773,-0.851,1.348,0,349.7121,0.323,1.012
7.058411,1.054554,-0.7810987,1.167158,0.773,-0.851,1.348,0,349.8121,0.323,1.012
7.160706,1.054422,-0.7810276,1.167354,0.775,-0.851,1.355,0,349.9121,0.325,1.005
7.272095,1.054495,-0.7808874,1.167243,0.775,-0.851,1.355,0,350.0121,0.325,1.005
7.391541,1.054345,-0.780886,1.167235,0.767,-0.851,1.366,0,350.1122,0.317,0.9939998
7.534363,1.054346,-0.7808918,1.166929,0.75,-0.851,1.392,0,350.2122,0.3,0.9679999
7.742004,1.054528,-0.7810959,1.166966,0.723,-0.851,1.481,0,350.3122,0.273,0.8789999
7.878662,1.054587,-0.7810369,1.16711,0.722,-0.851,1.496,0,350.4122,0.272,0.8639998
8.012634,1.054377,-0.7808535,1.167086,0.722,-0.851,1.496,0,350.5122,0.272,0.8639998
8.145935,1.054399,-0.7809323,1.166823,0.722,-0.851,1.496,0,350.6122,0.272,0.8639998
8.25647,1.054729,-0.7810143,1.166925,0.722,-0.851,1.496,0,350.7122,0.272,0.8639998
8.357361,1.05457,-0.7809597,1.167338,0.722,-0.851,1.496,0,350.8122,0.272,0.8639998
8.465332,1.054566,-0.7808234,1.166991,0.722,-0.851,1.496,0,350.9122,0.272,0.8639998
8.574646,1.054591,-0.7809723,1.166779,0.695,-0.851,1.483,0,351.0122,0.245,0.8769999
8.675598,1.054781,-0.7810439,1.167279,0.676,-0.851,1.469,0,351.1122,0.226,0.8909999
8.792969,1.054746,-0.7811519,1.167078,0.663,-0.851,1.465,0,351.2122,0.213,0.8949999
8.902283,1.054798,-0.7811039,1.167048,0.653,-0.851,1.464,0,351.3122,0.203,0.8959999
9.038147,1.054391,-0.7809456,1.166651,0.648,-0.851,1.465,0,351.4122,0.198,0.8949999
9.144348,1.054596,-0.7810698,1.166911,0.648,-0.851,1.465,0,351.5122,0.198,0.8949999
9.259644,1.054861,-0.7813196,1.166652,0.639,-0.851,1.467,0,351.6122,0.189,0.8929999
9.392273,1.054506,-0.7812485,1.166389,0.633,-0.851,1.455,0,351.7122,0.183,0.9049999
9.522522,1.054247,-0.7811251,1.166242,0.633,-0.851,1.452,0,351.8123,0.183,0.9079999
9.651733,1.05414,-0.781355,1.166054,0.633,-0.851,1.452,0,351.9123,0.183,0.9079999
9.782898,1.054221,-0.7813739,1.165974,0.631,-0.851,1.437,0,352.0123,0.181,0.9229999
9.914429,1.053612,-0.781489,1.165339,0.632,-0.851,1.44,0,352.1123,0.182,0.9199998
10.01642,1.053352,-0.7814817,1.165335,0.636,-0.851,1.455,0,352.2123,0.186,0.9049999
10.13672,1.053335,-0.7814702,1.165189,0.635,-0.851,1.489,0,352.3123,0.185,0.8709999
10.29761,1.05408,-0.7815784,1.16546,0.647,-0.851,1.603,0,352.4123,0.197,0.7569999
10.40515,1.054338,-0.7814956,1.165542,0.647,-0.851,1.603,0,352.5123,0.197,0.7569999
10.54468,1.054341,-0.7811577,1.165556,0.652,-0.851,1.644,0,352.6123,0.202,0.7159998
10.64862,1.054466,-0.7808544,1.165388,0.652,-0.851,1.644,0,352.7123,0.202,0.7159998
10.79285,1.053593,-0.7799009,1.165188,0.651,-0.851,1.65,0,352.8123,0.201,0.7099999
10.92206,1.053699,-0.7797392,1.164815,0.639,-0.851,1.677,0,352.9123,0.189,0.6829998
11.08539,1.051402,-0.7753361,1.17235,0.592,-0.851,1.699,0,353.0123,0.142,0.6609999
11.19751,1.052007,-0.7760802,1.171486,0.584,-0.851,1.695,0,353.1123,0.134,0.6649998
11.3078,1.051647,-0.776319,1.170042,0.532,-0.851,1.688,0,353.2123,0.08200002,0.6719999
11.43073,1.049889,-0.7765173,1.169497,0.498,-0.851,1.671,0,353.3123,0.04800001,0.6889999
11.53644,1.049815,-0.7767278,1.16935,0.455,-0.851,1.626,0,353.4124,0.005000025,0.7339998
11.66443,1.047427,-0.7772988,1.168378,0.401,-0.851,1.583,0,353.5124,0.04899999,0.777
11.78461,1.046556,-0.7777099,1.169164,0.397,-0.851,1.567,0,353.6124,0.05299997,0.7929999
11.9425,1.038718,-0.778002,1.170712,0.404,-0.851,1.554,0,353.7124,0.04599997,0.8059999
12.04309,1.038654,-0.7777506,1.170681,0.411,-0.851,1.541,0,353.8124,0.03899997,0.8189999
12.15021,1.039334,-0.7778846,1.171053,0.431,-0.851,1.528,0,353.9124,0.01899999,0.8319999
12.27826,1.0394,-0.7781181,1.171257,0.431,-0.851,1.528,0,354.0124,0.01899999,0.8319999
12.38959,1.039578,-0.7780657,1.171139,0.431,-0.851,1.528,0,354.1124,0.01899999,0.8319999
12.49915,1.039751,-0.7781974,1.1715,0.431,-0.851,1.528,0,354.2124,0.01899999,0.8319999
12.60034,1.040009,-0.7783514,1.172151,0.431,-0.851,1.528,0,354.3124,0.01899999,0.8319999
12.70697,1.040077,-0.7782772,1.172393,0.431,-0.851,1.528,0,354.4124,0.01899999,0.8319999
12.81366,1.040247,-0.778226,1.172381,0.448,-0.851,1.527,0,354.5124,0.001999974,0.8329999
12.93243,1.040153,-0.7782575,1.172374,0.448,-0.851,1.527,0,354.6124,0.001999974,0.8329999
13.05896,1.040249,-0.7780546,1.172633,0.448,-0.851,1.527,0,354.7124,0.001999974,0.8329999
13.18829,1.040291,-0.7781599,1.173019,0.448,-0.851,1.527,0,354.8124,0.001999974,0.8329999
13.30359,1.040344,-0.778187,1.172858,0.448,-0.851,1.527,0,354.9124,0.001999974,0.8329999
13.46936,1.040382,-0.7780533,1.173191,0.428,-0.851,1.441,0,355.0125,0.02199998,0.9189999
13.60144,1.040516,-0.7781113,1.173493,0.423,-0.851,1.399,0,355.1125,0.02699998,0.9609998
13.72632,1.040261,-0.7781031,1.173751,0.419,-0.851,1.365,0,355.2125,0.03099999,0.9949999
13.88,1.03961,-0.7781927,1.174764,0.41,-0.851,1.317,0,355.3125,0.03999999,0.987
13.98602,1.039227,-0.7781174,1.175568,0.408,-0.851,1.314,0,355.4125,0.042,0.984
14.09863,1.039344,-0.7782763,1.175723,0.405,-0.851,1.289,0,355.5125,0.04499999,0.959
14.19946,1.039483,-0.778445,1.176095,0.405,-0.851,1.289,0,355.6125,0.04499999,0.959
14.3656,1.039655,-0.7785469,1.175833,0.426,-0.851,1.277,0,355.7125,0.02399999,0.9469999
14.47272,1.039529,-0.7786405,1.17602,0.457,-0.851,1.29,0,355.8125,0.006999999,0.9599999
14.61224,1.039532,-0.7786202,1.175872,0.487,-0.851,1.331,0,355.9125,0.037,1.001
14.72162,1.039622,-0.778461,1.175826,0.519,-0.851,1.37,0,356.0125,0.06900001,0.9899999
14.83356,1.039831,-0.7785442,1.176033,0.524,-0.851,1.379,0,356.1125,0.074,0.9809999
14.95721,1.039821,-0.7786729,1.176333,0.524,-0.851,1.379,0,356.2125,0.074,0.9809999
15.08148,1.039905,-0.7785602,1.176506,0.524,-0.851,1.379,0,356.3125,0.074,0.9809999
15.18286,1.040092,-0.7784938,1.176136,0.584,-0.851,1.424,0,356.4125,0.134,0.9359999
15.32031,1.040027,-0.7785609,1.176202,0.587,-0.851,1.426,0,356.5125,0.137,0.9339999
15.45911,1.040528,-0.7787489,1.176271,0.59,-0.851,1.426,0,356.6125,0.14,0.9339999
15.59479,1.0414,-0.7785438,1.176519,0.59,-0.851,1.426,0,356.7126,0.14,0.9339999
15.71899,1.041568,-0.7784294,1.17601,0.594,-0.851,1.406,0,356.8126,0.144,0.9539999
15.85059,1.04172,-0.7783506,1.176056,0.613,-0.851,1.355,0,356.9126,0.163,1.005
15.97687,1.041917,-0.7784512,1.17631,0.62,-0.851,1.313,0,357.0126,0.17,0.9829999
16.12073,1.041523,-0.7785097,1.175906,0.622,-0.851,1.301,0,357.1126,0.172,0.971
16.2323,1.041441,-0.7783722,1.176038,0.622,-0.851,1.301,0,357.2126,0.172,0.971
16.34302,1.040817,-0.7783238,1.176459,0.622,-0.851,1.301,0,357.3126,0.172,0.971
16.44305,1.040806,-0.7782865,1.176385,0.622,-0.851,1.301,0,357.4126,0.172,0.971
16.56451,1.040969,-0.7783115,1.176632,0.624,-0.851,1.298,0,357.5126,0.174,0.9679999
16.66675,1.041023,-0.7783464,1.176487,0.626,-0.851,1.294,0,357.6126,0.176,0.964
16.77661,1.041113,-0.7783789,1.176406,0.626,-0.851,1.294,0,357.7126,0.176,0.964
16.88696,1.041114,-0.7782747,1.176798,0.626,-0.851,1.294,0,357.8126,0.176,0.964
16.99719,1.041054,-0.7785045,1.176846,0.626,-0.851,1.265,0,357.9126,0.176,0.9349999
17.14319,1.040927,-0.7783896,1.176554,0.634,-0.851,1.211,0,358.0126,0.184,0.8809999
17.25079,1.040921,-0.7782905,1.176751,0.633,-0.851,1.207,0,358.1126,0.183,0.877
17.3736,1.040679,-0.7783172,1.177423,0.633,-0.851,1.207,0,358.2126,0.183,0.877
17.4798,1.040274,-0.7784666,1.176915,0.632,-0.851,1.204,0,358.3127,0.182,0.874
17.61707,1.040172,-0.7783986,1.177185,0.633,-0.851,1.172,0,358.4127,0.183,0.842
17.73315,1.040214,-0.7786011,1.177172,0.635,-0.851,1.168,0,358.5127,0.185,0.8379999
17.88184,1.040436,-0.7787276,1.177133,0.634,-0.851,1.132,0,358.6127,0.184,0.8019999
17.99109,1.040408,-0.7787963,1.176774,0.634,-0.851,1.132,0,358.7127,0.184,0.8019999
18.09558,1.040352,-0.7787314,1.176943,0.634,-0.851,1.132,0,358.8127,0.184,0.8019999
18.24115,1.039904,-0.7790492,1.177114,0.636,-0.851,1.103,0,358.9127,0.186,0.773
18.34717,1.039887,-0.7791088,1.177055,0.641,-0.851,1.077,0,359.0127,0.191,0.747
18.46527,1.039929,-0.7790325,1.177119,0.641,-0.851,1.077,0,359.1127,0.191,0.747
18.60864,1.039924,-0.7792959,1.176951,0.648,-0.851,1.041,0,359.2127,0.198,0.711
18.72369,1.039917,-0.7792403,1.176787,0.648,-0.851,1.041,0,359.3127,0.198,0.711
18.82544,1.040038,-0.7793653,1.176738,0.648,-0.851,1.032,0,359.4127,0.198,0.7019999
18.94867,1.040018,-0.7794006,1.176601,0.648,-0.851,1.032,0,359.5127,0.198,0.7019999
19.05841,1.039959,-0.7794889,1.176828,0.669,-0.851,1.006,0,359.6127,0.219,0.676
19.20453,1.040089,-0.7796893,1.176599,0.742,-0.851,1.049,0,359.7127,0.292,0.719
19.30859,1.040026,-0.7796662,1.176466,0.75,-0.851,1.077,0,359.8127,0.3,0.747
19.41711,1.039917,-0.7797233,1.176725,0.75,-0.851,1.122,0,359.9128,0.3,0.7919999
19.58093,1.039345,-0.7797588,1.176983,0.72,-0.851,1.179,0,360.0128,0.27,0.849
19.70026,1.039273,-0.779687,1.177056,0.703,-0.851,1.201,0,360.1128,0.253,0.8709999
19.81323,1.039148,-0.7798023,1.176934,0.694,-0.851,1.211,0,360.2128,0.244,0.8809999
19.94238,1.039394,-0.7797516,1.177379,0.678,-0.851,1.233,0,360.3128,0.228,0.903
20.09802,1.03946,-0.779609,1.177306,0.662,-0.851,1.258,0,360.4128,0.212,0.928
20.20477,1.039409,-0.779724,1.177519,0.654,-0.851,1.27,0,360.5128,0.204,0.9399999
20.30914,1.039523,-0.7796477,1.177604,0.647,-0.851,1.283,0,360.6128,0.197,0.9529999
20.42834,1.03969,-0.7795939,1.1775,0.584,-0.851,1.381,0,360.7128,0.134,0.9789999
20.53839,1.040071,-0.7795191,1.176888,0.583,-0.851,1.385,0,360.8128,0.133,0.9749999
20.64832,1.040263,-0.7794092,1.177107,0.58,-0.851,1.392,0,360.9128,0.13,0.9679999
20.79858,1.042302,-0.7790865,1.174393,0.574,-0.851,1.416,0,361.0128,0.124,0.9439999
20.93683,1.043363,-0.7790826,1.173799,0.57,-0.851,1.442,0,361.1128,0.12,0.9179999
21.03912,1.04327,-0.7790431,1.173736,0.569,-0.851,1.449,0,361.2128,0.119,0.9109999
21.15601,1.043323,-0.7791536,1.173911,0.567,-0.851,1.49,0,361.3128,0.117,0.8699999
21.27319,1.04243,-0.7788733,1.173566,0.566,-0.851,1.526,0,361.4128,0.116,0.8339999
21.37604,1.042674,-0.7730737,1.174565,0.568,-0.851,1.546,0,361.5128,0.118,0.8139999
21.57269,0.9093696,-0.7417132,1.190408,0.638,-0.851,1.564,0,361.6129,0.188,0.7959999
21.67566,0.8908033,-0.7521012,1.186476,0.638,-0.851,1.564,0,361.7129,0.188,0.7959999
21.79388,0.8886064,-0.7572806,1.191521,0.638,-0.851,1.564,0,361.8129,0.188,0.7959999
21.8996,0.8924406,-0.7565423,1.190536,0.638,-0.851,1.564,0,361.9129,0.188,0.7959999
22.00024,0.8940561,-0.7562284,1.190193,0.629,-0.851,1.568,0,362.0129,0.179,0.7919999
22.18579,0.8945241,-0.756651,1.189599,0.538,-0.851,1.557,0,362.1129,0.088,0.8029999
22.29767,0.8946696,-0.756861,1.189489,0.505,-0.851,1.549,0,362.2129,0.05500001,0.8109999
22.41833,0.8949853,-0.7570176,1.189349,0.497,-0.851,1.545,0,362.3129,0.04700002,0.8149999
22.54785,0.8975016,-0.7574906,1.184408,0.494,-0.851,1.545,0,362.4129,0.044,0.8149999
22.66296,0.8996155,-0.7597868,1.185264,0.486,-0.851,1.55,0,362.5129,0.03600001,0.8099999
22.80029,0.9018636,-0.7611705,1.183299,0.436,-0.851,1.559,0,362.6129,0.014,0.8009999
22.91559,0.9034191,-0.7616873,1.181139,0.43,-0.851,1.558,0,362.7129,0.01999998,0.8019999
23.08582,0.8765225,-0.7441514,1.20256,0.403,-0.851,1.606,0,362.8129,0.04699999,0.7539999
23.19574,0.7908192,-0.747227,1.221868,0.396,-0.851,1.629,0,362.9129,0.05399999,0.7309999
23.32996,0.769756,-0.7553423,1.208262,0.38,-0.851,1.646,0,363.0129,0.06999999,0.7139999
23.4342,0.7744997,-0.7590006,1.211131,0.38,-0.851,1.646,0,363.1129,0.06999999,0.7139999
23.54803,0.778445,-0.7616222,1.209213,0.377,-0.851,1.647,0,363.213,0.07299998,0.7129999
23.69122,0.7793045,-0.7669939,1.199509,0.339,-0.851,1.678,0,363.313,0.111,0.6819999
23.8241,0.7785265,-0.768025,1.195677,0.296,-0.851,1.692,0,363.413,0.154,0.6679999
23.95624,0.7765394,-0.770624,1.196194,0.285,-0.851,1.694,0,363.513,0.165,0.6659999
24.09943,0.7653548,-0.773487,1.192212,0.274,-0.851,1.696,0,363.613,0.176,0.6639999
24.21082,0.7489284,-0.7753478,1.185345,0.27,-0.851,1.697,0,363.713,0.18,0.6629999
24.32208,0.7481071,-0.7759963,1.184617,0.261,-0.851,1.693,0,363.813,0.189,0.6669999
24.42975,0.7498047,-0.7768778,1.187026,0.261,-0.851,1.693,0,363.913,0.189,0.6669999
24.5556,0.7505319,-0.7776232,1.187971,0.261,-0.851,1.693,0,364.013,0.189,0.6669999
24.68256,0.7521143,-0.7777591,1.186817,0.247,-0.851,1.691,0,364.113,0.203,0.6689999
24.80829,0.7524722,-0.7779962,1.187053,0.222,-0.851,1.687,0,364.213,0.228,0.6729999
24.92944,0.7525628,-0.7779276,1.188269,0.218,-0.851,1.685,0,364.313,0.232,0.675
25.05389,0.7511778,-0.7788861,1.190544,0.218,-0.851,1.685,0,364.413,0.232,0.675
25.16315,0.7524331,-0.7786724,1.190749,0.208,-0.851,1.685,0,364.513,0.242,0.675
25.26837,0.753045,-0.7790518,1.196859,0.182,-0.851,1.682,0,364.613,0.268,0.6779999
25.38165,0.7534848,-0.7793891,1.197731,0.169,-0.851,1.681,0,364.713,0.281,0.6789999
25.50555,0.751828,-0.7800241,1.195396,0.167,-0.851,1.682,0,364.813,0.283,0.6779999
25.61584,0.7479447,-0.7803648,1.194671,0.167,-0.851,1.682,0,364.9131,0.283,0.6779999
25.7381,0.7466947,-0.7799817,1.194384,0.169,-0.851,1.676,0,365.0131,0.281,0.6839999
25.85626,0.7468538,-0.7802632,1.194878,0.192,-0.851,1.669,0,365.1131,0.258,0.6909999
25.97656,0.7467648,-0.7804339,1.194807,0.213,-0.851,1.648,0,365.2131,0.237,0.7119999
26.08044,0.7468539,-0.7805176,1.195076,0.213,-0.851,1.648,0,365.3131,0.237,0.7119999
26.28143,0.7465794,-0.7807353,1.195393,0.25,-0.851,1.604,0,365.4131,0.2,0.7559999
26.3963,0.7467726,-0.7806681,1.19574,0.261,-0.851,1.596,0,365.5131,0.189,0.7639999
26.51648,0.746837,-0.7806982,1.195388,0.279,-0.851,1.581,0,365.6131,0.171,0.7789999
26.62634,0.7468761,-0.7808632,1.195748,0.279,-0.851,1.581,0,365.7131,0.171,0.7789999
26.73657,0.7470011,-0.7807876,1.195964,0.279,-0.851,1.581,0,365.8131,0.171,0.7789999
26.8382,0.7469453,-0.7807777,1.195942,0.282,-0.851,1.577,0,365.9131,0.168,0.7829999
26.96417,0.7472796,-0.7807853,1.195952,0.3,-0.851,1.568,0,366.0131,0.15,0.7919999
27.0694,0.7472877,-0.7807881,1.19585,0.303,-0.851,1.567,0,366.1131,0.147,0.7929999
27.17352,0.7473013,-0.7808812,1.195982,0.303,-0.851,1.567,0,366.2131,0.147,0.7929999
27.27747,0.7473551,-0.7807856,1.195993,0.303,-0.851,1.567,0,366.3131,0.147,0.7929999
27.38257,0.7475284,-0.7807499,1.195895,0.303,-0.851,1.567,0,366.4131,0.147,0.7929999
27.48938,0.7476087,-0.7808754,1.195874,0.303,-0.851,1.567,0,366.5132,0.147,0.7929999
27.60931,0.7476694,-0.7805845,1.196068,0.303,-0.851,1.567,0,366.6132,0.147,0.7929999
27.72247,0.7477695,-0.7809906,1.195699,0.303,-0.851,1.567,0,366.7132,0.147,0.7929999
27.82953,0.7476747,-0.7809903,1.195855,0.303,-0.851,1.567,0,366.8132,0.147,0.7929999
28.01093,0.7478867,-0.7809553,1.195609,0.303,-0.851,1.567,0,366.9132,0.147,0.7929999
28.3175,0.7482839,-0.781222,1.19576,0.303,-0.851,1.567,0,367.0132,0.147,0.7929999
28.47314,0.7482483,-0.7813658,1.195644,0.303,-0.851,1.567,0,367.1132,0.147,0.7929999
28.58673,0.7482713,-0.7815309,1.195871,0.303,-0.851,1.567,0,367.2132,0.147,0.7929999
28.70215,0.7482359,-0.7811497,1.195901,0.303,-0.851,1.567,0,367.3132,0.147,0.7929999
28.82013,0.7483186,-0.7812716,1.196141,0.303,-0.851,1.567,0,367.4132,0.147,0.7929999
28.92542,0.7484269,-0.7812629,1.196011,0.303,-0.851,1.567,0,367.5132,0.147,0.7929999
29.04462,0.7484113,-0.7813123,1.196022,0.303,-0.851,1.567,0,367.6132,0.147,0.7929999
29.17358,0.7483672,-0.7815228,1.19596,0.303,-0.851,1.567,0,367.7132,0.147,0.7929999
29.27631,0.7484677,-0.7813215,1.196254,0.303,-0.851,1.567,0,367.8132,0.147,0.7929999
29.38037,0.7483158,-0.7813405,1.196285,0.303,-0.851,1.567,0,367.9132,0.147,0.7929999
29.4812,0.7483848,-0.7815573,1.196166,0.303,-0.851,1.567,0,368.0132,0.147,0.7929999
29.62396,0.7484633,-0.7815151,1.195775,0.303,-0.851,1.567,0,368.1133,0.147,0.7929999
29.72571,0.7484961,-0.7816557,1.19593,0.303,-0.851,1.567,0,368.2133,0.147,0.7929999
29.85846,0.7486692,-0.7815899,1.195801,0.303,-0.851,1.567,0,368.3133,0.147,0.7929999
29.97632,0.7486315,-0.7814693,1.196146,0.303,-0.851,1.567,0,368.4133,0.147,0.7929999
30.1084,0.7487808,-0.7815974,1.195195,0.303,-0.851,1.567,0,368.5133,0.147,0.7929999
30.35309,0.7488538,-0.7815211,1.195604,0.303,-0.851,1.567,0,368.6133,0.147,0.7929999
30.4953,0.7489185,-0.7815657,1.195745,0.303,-0.851,1.567,0,368.7133,0.147,0.7929999
30.60968,0.7488236,-0.7816814,1.19561,0.303,-0.851,1.567,0,368.8133,0.147,0.7929999
30.73798,0.7488858,-0.7814567,1.195789,0.303,-0.851,1.567,0,368.9133,0.147,0.7929999
30.8689,0.7489141,-0.7815828,1.195723,0.303,-0.851,1.567,0,369.0133,0.147,0.7929999
31.16913,0.7488432,-0.7817045,1.195497,0.303,-0.851,1.567,0,369.1133,0.147,0.7929999
31.33972,0.7489626,-0.7815442,1.195503,0.303,-0.851,1.567,0,369.2133,0.147,0.7929999
31.44708,0.7488047,-0.7815645,1.195616,0.303,-0.851,1.567,0,369.3133,0.147,0.7929999
31.55609,0.7488471,-0.7816755,1.195712,0.303,-0.851,1.567,0,369.4133,0.147,0.7929999
31.67316,0.748751,-0.7815898,1.195506,0.303,-0.851,1.567,0,369.5133,0.147,0.7929999
31.77917,0.7489169,-0.7817394,1.195392,0.303,-0.851,1.567,0,369.6133,0.147,0.7929999
31.88647,0.7489103,-0.7815326,1.195826,0.303,-0.851,1.567,0,369.7133,0.147,0.7929999
32.02686,0.7490019,-0.7818444,1.195683,0.303,-0.851,1.567,0,369.8134,0.147,0.7929999
32.14008,0.7489592,-0.7816756,1.195766,0.303,-0.851,1.567,0,369.9134,0.147,0.7929999
32.27179,0.7489708,-0.7817229,1.19604,0.303,-0.851,1.567,0,370.0134,0.147,0.7929999
32.38373,0.7489092,-0.781783,1.195972,0.303,-0.866,1.567,0,370.1134,0.147,0.7929999
32.54578,0.7490796,-0.7816068,1.195874,0.303,-0.881,1.567,0,370.2134,0.147,0.7929999
32.6593,0.7489372,-0.7817441,1.195692,0.303,-0.888,1.567,0,370.3134,0.147,0.7929999
32.76453,0.7488332,-0.7815622,1.196007,0.303,-0.892,1.567,0,370.4134,0.147,0.7929999
32.86768,0.7489545,-0.781556,1.196079,0.303,-0.904,1.567,0,370.5134,0.147,0.7929999
33.00031,0.7492023,-0.7818676,1.195874,0.303,-0.908,1.567,0,370.6134,0.147,0.7929999
33.14038,0.748993,-0.7817434,1.196026,0.303,-0.908,1.567,0,370.7134,0.147,0.7929999
33.24292,0.7490715,-0.7815693,1.196179,0.303,-0.908,1.567,0,370.8134,0.147,0.7929999
33.38696,0.7490386,-0.7816015,1.195876,0.303,-0.908,1.567,0,370.9134,0.147,0.7929999
33.51111,0.7491257,-0.7815614,1.196091,0.303,-0.908,1.567,0,371.0134,0.147,0.7929999
